flipbookKitapLink,pdfIndirmeLink,zipIndirmeLink,kitapThumbnailLink,pdf_downloaded_full_path,pdf_downloaded_relative_path
https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/yks/1/index.html,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/yks/1/tyt.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/yks/1/tyt.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/yks/1/files/thumb/1.jpg,/Users/bkmobil/Projects/scrapers/ogmmateryal_scraper/downloaded_pdf_files/YKS_Kampi/05d68ff1671612fe1acb0f433d7ebdca.pdf,downloaded_pdf_files/YKS_Kampi/05d68ff1671612fe1acb0f433d7ebdca.pdf
