sinifId,sinifIsmi,dersId,dersNo,dersKodu,dersIsmi,uniteId,uniteNo,uniteIsmi,kazanimId,kazanimNo,kazanimKod,kazanimIsmi,pdfId,pdfBaslik,pdfLink
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,bhupbuwikrv.pdf,EŞEY TAYINI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/bhupbuwikrv.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,0fujgtiflw2.pdf,KARDEŞİMİN ÖZELLİKLERİNİ ARAŞTIRIYORUM,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/0fujgtiflw2.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,0g5mt20lqvc.pdf,EŞEYLI ÜREMENIN EN KÜÇÜK BIRIMI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/0g5mt20lqvc.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,y1oahllkc50.pdf,KONTROLSÜZ OLMAZ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/y1oahllkc50.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,ftyqrilswn3.pdf,AİLE HİKÂYENİ KEŞFET,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ftyqrilswn3.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,1mlfhsuaeae.pdf,GENETİK MİRAS,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/1mlfhsuaeae.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,ysdtrpy5lku.pdf,VARYETE,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ysdtrpy5lku.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,ge4gx12ya0l.pdf,EŞ BASKIN,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ge4gx12ya0l.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,1w5ggndyjzn.pdf,HANGİ ALELLER HANGİ RENK,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/1w5ggndyjzn.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,y4sg34mzi4b.pdf,KAN GRUBUM ANNEM VE BABAMDAN FARKLI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/y4sg34mzi4b.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,cdrovoxinwu.pdf,RH NEREDEN GELİYOR?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/cdrovoxinwu.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,frngiejncgs.pdf,"DIKKAT, KAN UYUŞMAZLIĞI!",https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/frngiejncgs.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,thwqstj32ts.pdf,CANLILARDA CİNSİYETİN BELİRLENMESİNDE KROMOZOMLARIN ROLÜ NEDİR?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/thwqstj32ts.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,hvsbsoian11.pdf,KAS DİSTROFİSİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/hvsbsoian11.pdf
