sinifId,sinifIsmi,dersId,dersNo,dersKodu,dersIsmi,interaktifKitapLink,pdfIndirmeLink,zipIndirmeLink,kitapThumbnailLink
8,11. Sınıf,15,3,FEL,Felsefe,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/felsefe/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/felsefe/felsefe.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/felsefe/felsefe.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/felsefe/files/thumb/1.jpg
8,11. Sınıf,34,8,FIZ,Fizik,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/fizik/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/fizik/fizik.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/fizik/fizik.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/fizik/files/thumb/1.jpg
8,11. Sınıf,46,10,KIM,Kimya,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/kimya/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/kimya/kimya.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/kimya/kimya.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/kimya/files/thumb/1.jpg
8,11. Sınıf,50,11,MAT,Matematik,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/matematik/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/matematik/matematik.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/matematik/matematik.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/matematik/files/thumb/1.jpg
8,11. Sınıf,57,13,TAR,Tarih,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/tarih/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/tarih/tarih.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/tarih/tarih.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/tarih/files/thumb/1.jpg
8,11. Sınıf,60,14,TDE,Türk Dili ve Edebiyatı,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/edebiyat/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/edebiyat/edebiyat.pdf,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/edebiyat/edebiyat.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/11/edebiyat/files/thumb/1.jpg
9,12. Sınıf,8,1,BIY,Biyoloji,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/biyoloji/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/biyoloji/biyoloji.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/biyoloji/biyoloji.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/biyoloji/files/thumb/1.jpg
9,12. Sınıf,12,2,COG,Coğrafya,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/cografya/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/cografya/cografya.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/cografya/cografya.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/cografya/files/thumb/1.jpg
9,12. Sınıf,35,7,FIZ,Fizik,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/fizik/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/fizik/fizik.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/fizik/fizik.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/fizik/files/thumb/1.jpg
9,12. Sınıf,47,9,KIM,Kimya,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/kimya/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/kimya/kimya.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/kimya/kimya.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/kimya/files/thumb/1.jpg
9,12. Sınıf,51,10,MAT,Matematik,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/matematik/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/matematik/matematik.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/matematik/matematik.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/matematik/files/thumb/1.jpg
9,12. Sınıf,63,13,INK,T.C. İnkılap Tarihi ve Atatürkçülük,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/tarih/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/tarih/tarih.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/tarih/tarih.zip,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/kavram_calismalari/12/tarih/files/thumb/1.jpg
