sinifId,sinifIsmi,dersId,dersNo,dersKodu,dersIsmi,interaktifKitapLink,pdfIndirmeLink,zipIndirmeLink,kitapThumbnailLink
8,11. Sınıf,11,2,COG,Coğrafya,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f6/11/cografya/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f6/11/cografya/cografya.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f6/11/cografya/cografya.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f6/11/cografya/files/thumb/1.jpg
8,11. Sınıf,11,2,COG,Coğrafya,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f7/11/cografya/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f7/11/cografya/cografya.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f7/11/cografya/cografya.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f7/11/cografya/files/thumb/1.jpg
8,11. Sınıf,11,2,COG,Coğrafya,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f8/11/cografya/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f8/11/cografya/cografya.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f8/11/cografya/cografya.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f8/11/cografya/files/thumb/1.jpg
8,11. Sınıf,15,3,FEL,Felsefe,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f1/11/felsefe/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f1/11/felsefe/felsefe.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f1/11/felsefe/felsefe.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f1/11/felsefe/files/thumb/1.jpg
8,11. Sınıf,15,3,FEL,Felsefe,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f2/11/felsefe/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f2/11/felsefe/felsefe.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f2/11/felsefe/felsefe.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f2/11/felsefe/files/thumb/1.jpg
8,11. Sınıf,15,3,FEL,Felsefe,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f3/11/felsefe/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f3/11/felsefe/felsefe.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f3/11/felsefe/felsefe.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f3/11/felsefe/files/thumb/1.jpg
8,11. Sınıf,15,3,FEL,Felsefe,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f4/11/felsefe/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f4/11/felsefe/felsefe.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f4/11/felsefe/felsefe.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f4/11/felsefe/files/thumb/1.jpg
8,11. Sınıf,15,3,FEL,Felsefe,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f5/11/felsefe/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f5/11/felsefe/felsefe.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f5/11/felsefe/felsefe.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f5/11/felsefe/files/thumb/1.jpg
8,11. Sınıf,15,3,FEL,Felsefe,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f6/11/felsefe/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f6/11/felsefe/felsefe.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f6/11/felsefe/felsefe.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f6/11/felsefe/files/thumb/1.jpg
8,11. Sınıf,15,3,FEL,Felsefe,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f7/11/felsefe/index.html,http://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f7/11/felsefe/felsefe.pdf,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f7/11/felsefe/felsefe.zip,https://ogmmateryal.eba.gov.tr/panel/upload/etkilesimli/kitap/calisma_defteri/f7/11/felsefe/files/thumb/1.jpg
